id,shares,Usage
4939,1200,Private
4940,4000,Private
4941,3000,Private
4942,3900,Public
4943,8500,Public
4944,1200,Private
4945,1200,Public
4946,1300,Public
4947,4400,Private
4948,3900,Private
4949,1500,Public
4950,1400,Private
4951,796,Public
4952,1200,Public
4953,16100,Public
4954,2000,Private
4955,3500,Private
4956,4600,Public
4957,3500,Public
4958,1900,Private
4959,3900,Private
4960,1400,Private
4961,861,Private
4962,2900,Public
4963,1500,Private
4964,1300,Public
4965,1300,Public
4966,8300,Private
4967,1700,Public
4968,972,Private
4969,6200,Public
4970,859,Public
4971,5400,Private
4972,1500,Public
4973,4800,Public
4974,1400,Private
4975,1400,Private
4976,990,Public
4977,13600,Public
4978,1200,Private
4979,695,Private
4980,1800,Public
4981,2800,Public
4982,670,Public
4983,881,Public
4984,26900,Public
4985,4800,Private
4986,1200,Public
4987,1000,Private
4988,1200,Public
4989,1100,Private
4990,2600,Private
4991,663,Private
4992,906,Public
4993,1800,Public
4994,2300,Public
4995,2400,Private
4996,6300,Public
4997,776,Public
4998,21600,Private
4999,1700,Public
5000,610,Private
5001,1900,Public
5002,11100,Private
5003,1400,Private
5004,1400,Public
5005,943,Private
5006,966,Public
5007,771,Public
5008,6200,Public
5009,620,Private
5010,20900,Private
5011,847,Private
5012,664,Private
5013,2000,Private
5014,1200,Private
5015,3500,Private
5016,3700,Private
5017,1300,Private
5018,5900,Public
5019,10100,Public
5020,21000,Public
5021,14100,Public
5022,732,Private
5023,1700,Public
5024,1000,Public
5025,2000,Private
5026,1200,Public
5027,1200,Private
5028,1300,Public
5029,3400,Public
5030,7700,Private
5031,1100,Public
5032,1600,Public
5033,4400,Public
5034,1600,Private
5035,942,Public
5036,620,Public
5037,3300,Private
5038,1100,Public
5039,1800,Private
5040,1000,Private
5041,1200,Public
5042,1500,Public
5043,745,Private
5044,599,Private
5045,2700,Private
5046,527,Private
5047,1400,Private
5048,916,Public
5049,594,Public
5050,1200,Public
5051,1700,Public
5052,936,Public
5053,925,Public
5054,37300,Public
5055,743,Public
5056,3900,Private
5057,1200,Public
5058,4200,Private
5059,2000,Private
5060,732,Private
5061,2900,Private
5062,869,Private
5063,1400,Private
5064,977,Private
5065,1800,Private
5066,2300,Private
5067,483,Public
5068,999,Private
5069,721,Public
5070,2600,Public
5071,889,Public
5072,785,Public
5073,1600,Public
5074,3400,Public
5075,620,Public
5076,1500,Private
5077,1100,Public
5078,1300,Private
5079,864,Private
5080,977,Private
5081,703,Private
5082,1400,Private
5083,1100,Public
5084,801,Private
5085,1400,Private
5086,9900,Private
5087,574,Public
5088,827,Public
5089,1500,Private
5090,5700,Private
5091,616,Public
5092,1500,Public
5093,2600,Private
5094,2900,Public
5095,708,Private
5096,2200,Private
5097,921,Private
5098,926,Private
5099,613,Public
5100,2000,Private
5101,2500,Public
5102,921,Private
5103,797,Public
5104,808,Private
5105,8900,Private
5106,2700,Public
5107,1800,Public
5108,1300,Private
5109,1100,Private
5110,896,Public
5111,1500,Public
5112,23800,Public
5113,2800,Private
5114,820,Public
5115,3300,Private
5116,1800,Public
5117,1200,Private
5118,2200,Private
5119,16600,Private
5120,626,Public
5121,1600,Public
5122,1500,Private
5123,1800,Public
5124,1100,Private
5125,992,Public
5126,1200,Public
5127,7300,Private
5128,3300,Public
5129,9100,Private
5130,3000,Public
5131,1200,Public
5132,907,Private
5133,6800,Private
5134,1600,Public
5135,11200,Public
5136,1300,Private
5137,797,Private
5138,3200,Public
5139,1500,Private
5140,1700,Private
5141,1500,Public
5142,1300,Private
5143,5900,Private
5144,1600,Private
5145,3600,Public
5146,1100,Public
5147,2300,Private
5148,2000,Private
5149,1800,Public
5150,16200,Private
5151,941,Private
5152,2500,Private
5153,5400,Private
5154,2700,Public
5155,1400,Public
5156,831,Public
5157,1600,Public
5158,8500,Public
5159,689,Private
5160,9800,Private
5161,640,Private
5162,1200,Public
5163,1400,Public
5164,1000,Public
5165,957,Private
5166,1000,Public
5167,519,Public
5168,758,Public
5169,2100,Private
5170,2700,Private
5171,1000,Public
5172,1800,Public
5173,799,Private
5174,4500,Private
5175,1200,Private
5176,9600,Public
5177,1000,Public
5178,480,Private
5179,2200,Private
5180,12900,Public
5181,456,Private
5182,1900,Private
5183,5000,Public
5184,645,Private
5185,4300,Private
5186,644,Private
5187,1300,Private
5188,1600,Public
5189,939,Public
5190,1000,Private
5191,3900,Private
5192,1300,Public
5193,2500,Public
5194,1200,Private
5195,1200,Private
5196,629,Public
5197,1700,Public
5198,1800,Private
5199,669,Private
5200,2100,Private
5201,7400,Private
5202,611,Private
5203,1000,Public
5204,674,Private
5205,3200,Public
5206,1200,Public
5207,2500,Public
5208,2400,Private
5209,1400,Private
5210,1200,Private
5211,917,Private
5212,1000,Private
5213,522,Private
5214,2300,Public
5215,1600,Private
5216,1900,Public
5217,1800,Public
5218,1300,Private
5219,3400,Public
5220,5200,Private
5221,3000,Private
5222,2600,Public
5223,1000,Private
5224,991,Public
5225,1400,Private
5226,986,Private
5227,4200,Private
5228,1400,Public
5229,1000,Private
5230,952,Private
5231,7100,Private
5232,1300,Private
5233,940,Public
5234,519,Private
5235,1400,Private
5236,2900,Public
5237,7900,Public
5238,1600,Private
5239,1600,Public
5240,1500,Private
5241,1300,Public
5242,2100,Private
5243,8600,Private
5244,721,Public
5245,1200,Private
5246,1500,Public
5247,1300,Public
5248,1400,Private
5249,4900,Private
5250,2300,Public
5251,901,Private
5252,1100,Private
5253,1300,Private
5254,828,Public
5255,2000,Public
5256,1300,Private
5257,807,Private
5258,2700,Public
5259,1000,Private
5260,2000,Private
5261,1300,Public
5262,1000,Public
5263,1700,Public
5264,3300,Public
5265,1200,Public
5266,1400,Public
5267,3200,Public
5268,2000,Public
5269,923,Private
5270,1000,Public
5271,7300,Public
5272,612,Public
5273,1400,Public
5274,864,Private
5275,865,Public
5276,680,Private
5277,2700,Public
5278,693,Private
5279,25000,Public
5280,1100,Public
5281,2300,Private
5282,6100,Public
5283,2000,Public
5284,675,Public
5285,3900,Public
5286,1800,Private
5287,1500,Private
5288,21000,Public
5289,2800,Private
5290,704,Private
5291,4100,Private
5292,1600,Public
5293,9000,Private
5294,2900,Private
5295,794,Private
5296,1700,Private
5297,3900,Private
5298,766,Private
5299,1600,Private
5300,60300,Public
5301,2300,Private
5302,1200,Public
5303,1200,Public
5304,330,Private
5305,705,Public
5306,4200,Public
5307,12400,Private
5308,1100,Public
5309,1300,Public
5310,4400,Private
5311,2600,Private
5312,1700,Public
5313,1700,Public
5314,3700,Private
5315,10400,Private
5316,4200,Public
5317,2000,Public
5318,18800,Private
5319,1300,Public
5320,2300,Private
5321,1100,Private
5322,775,Public
5323,7800,Public
5324,1400,Private
5325,1400,Private
5326,1300,Public
5327,772,Private
5328,1100,Public
5329,1400,Public
5330,893,Public
5331,1400,Private
5332,644,Public
5333,2000,Private
5334,1800,Private
5335,3300,Public
5336,657,Private
5337,3900,Private
5338,1600,Public
5339,898,Private
5340,4800,Public
5341,7600,Public
5342,963,Private
5343,2600,Public
5344,1100,Private
5345,1000,Private
5346,1300,Public
5347,1300,Private
5348,5000,Private
5349,3800,Private
5350,1100,Public
5351,679,Public
5352,748,Public
5353,1200,Private
5354,2200,Private
5355,4800,Private
5356,12000,Public
5357,1300,Public
5358,2200,Public
5359,2300,Private
5360,3800,Public
5361,24200,Private
5362,1100,Public
5363,16600,Public
5364,1100,Private
5365,931,Public
5366,3100,Public
5367,2700,Public
5368,2700,Private
5369,2500,Private
5370,3600,Private
5371,1400,Public
5372,2000,Private
5373,1900,Public
5374,995,Public
5375,3600,Public
5376,1400,Private
5377,880,Private
5378,4600,Private
5379,534,Private
5380,4000,Public
5381,2000,Private
5382,6600,Public
5383,3300,Public
5384,4200,Public
5385,1400,Public
5386,1400,Private
5387,1900,Public
5388,2000,Private
5389,5400,Public
5390,1400,Private
5391,7400,Public
5392,1000,Private
5393,3200,Public
5394,1800,Private
5395,18100,Public
5396,1600,Public
5397,5500,Public
5398,33600,Public
5399,1200,Public
5400,689,Private
5401,4700,Public
5402,1100,Private
5403,17400,Private
5404,7900,Private
5405,1500,Public
5406,982,Private
5407,1200,Private
5408,3600,Public
5409,1400,Private
5410,883,Private
5411,3500,Public
5412,45400,Public
5413,1200,Public
5414,827,Private
5415,2700,Private
5416,20400,Private
5417,924,Private
5418,985,Private
5419,10300,Public
5420,1400,Public
5421,1500,Public
5422,2600,Public
5423,3100,Private
5424,1300,Private
5425,13800,Private
5426,1400,Public
5427,1400,Public
5428,1500,Public
5429,1700,Private
5430,314,Private
5431,797,Public
5432,3000,Public
5433,1700,Private
5434,2000,Private
5435,941,Public
5436,1400,Public
5437,1700,Public
5438,3000,Private
5439,1500,Public
5440,777,Public
5441,1100,Private
5442,3500,Public
5443,12900,Public
5444,1000,Public
5445,2900,Private
5446,10200,Public
5447,5800,Public
5448,1900,Public
5449,1100,Private
5450,2100,Private
5451,987,Private
5452,1600,Public
5453,1100,Public
5454,1300,Public
5455,4000,Private
5456,1200,Public
5457,3400,Public
5458,819,Public
5459,1900,Public
5460,828,Public
5461,2800,Private
5462,1200,Public
5463,7800,Public
5464,2500,Public
5465,1100,Private
5466,982,Public
5467,2300,Private
5468,1100,Private
5469,1200,Public
5470,1100,Public
5471,1100,Public
5472,1200,Public
5473,2100,Private
5474,1000,Private
5475,979,Private
5476,3400,Private
5477,856,Private
5478,2100,Private
5479,1300,Public
5480,16500,Public
5481,1500,Private
5482,10100,Private
5483,1300,Private
5484,1300,Private
5485,1200,Public
5486,904,Private
5487,2000,Private
5488,3500,Public
5489,1300,Public
5490,5700,Private
5491,1500,Public
5492,1100,Public
5493,1600,Private
5494,629,Private
5495,1000,Private
5496,1300,Public
5497,780,Private
5498,2600,Private
5499,853,Public
5500,1600,Private
5501,9400,Public
5502,2000,Public
5503,859,Private
5504,7000,Public
5505,2100,Public
5506,986,Public
5507,2600,Private
5508,3000,Public
5509,9300,Public
5510,1000,Private
5511,19700,Private
5512,910,Public
5513,737,Public
5514,721,Public
5515,1200,Private
5516,1500,Public
5517,2200,Public
5518,1900,Public
5519,71300,Private
5520,4100,Public
5521,1000,Private
5522,10300,Private
5523,962,Private
5524,1900,Public
5525,4600,Private
5526,1300,Private
5527,8600,Public
5528,10700,Public
5529,3400,Public
5530,1600,Private
5531,2300,Private
5532,1500,Private
5533,9800,Public
5534,1700,Private
5535,1100,Private
5536,5300,Public
5537,3700,Private
5538,1200,Private
5539,955,Public
5540,2200,Public
5541,649,Public
5542,10600,Public
5543,1000,Public
5544,1400,Private
5545,912,Private
5546,7000,Private
5547,708,Private
5548,10600,Public
5549,1700,Public
5550,1400,Private
5551,839,Public
5552,3000,Private
5553,958,Private
5554,792,Public
5555,1300,Private
5556,1300,Public
5557,1200,Private
5558,1100,Public
5559,4000,Public
5560,26800,Private
5561,1100,Public
5562,3200,Private
5563,991,Private
5564,1100,Private
5565,1100,Public
5566,1600,Public
5567,28600,Public
5568,15000,Public
5569,1300,Private
5570,4500,Public
5571,5500,Public
5572,1100,Private
5573,293,Private
5574,690,Private
5575,929,Public
5576,1100,Public
5577,3500,Public
5578,3600,Public
5579,1100,Private
5580,2700,Public
5581,1300,Public
5582,1200,Private
5583,3400,Public
5584,1200,Public
5585,683,Public
5586,1900,Private
5587,735,Public
5588,1400,Public
5589,2000,Private
5590,951,Private
5591,10900,Public
5592,1100,Private
5593,3100,Public
5594,1900,Public
5595,817,Public
5596,1700,Public
5597,2700,Private
5598,1200,Public
5599,1700,Private
5600,936,Private
5601,2500,Public
5602,3600,Public
5603,12200,Private
5604,1300,Public
5605,15400,Public
5606,1500,Public
5607,1300,Private
5608,1100,Public
5609,5300,Public
5610,13600,Private
5611,903,Private
5612,3200,Private
5613,2900,Public
5614,1700,Private
5615,1300,Private
5616,22300,Public
5617,1700,Public
5618,6100,Private
5619,3600,Private
5620,404,Public
5621,788,Private
5622,2000,Private
5623,1200,Private
5624,996,Private
5625,839,Private
5626,1900,Public
5627,1000,Private
5628,2600,Public
5629,2800,Private
5630,4000,Private
5631,776,Public
5632,2500,Private
5633,1100,Private
5634,815,Private
5635,1700,Public
5636,699,Private
5637,1100,Public
5638,1300,Public
5639,2800,Private
5640,2800,Private
5641,9800,Private
5642,1300,Public
5643,3000,Private
5644,2500,Public
5645,1400,Public
5646,1000,Private
5647,3300,Public
5648,1200,Private
5649,1900,Private
5650,4600,Private
5651,1800,Public
5652,1700,Public
5653,934,Private
5654,1100,Public
5655,911,Public
5656,860,Public
5657,15700,Public
5658,973,Public
5659,748,Public
5660,980,Public
5661,846,Public
5662,1900,Public
5663,1000,Public
5664,937,Public
5665,5700,Private
5666,845,Private
5667,1100,Public
5668,949,Private
5669,1600,Public
5670,1000,Private
5671,2600,Public
5672,834,Public
5673,8600,Private
5674,3500,Public
5675,2100,Public
5676,853,Public
5677,858,Private
5678,1300,Public
5679,1300,Private
5680,2700,Public
5681,1300,Private
5682,2000,Public
5683,1600,Private
5684,769,Public
5685,976,Private
5686,4000,Public
5687,869,Public
5688,1400,Public
5689,2000,Private
5690,1300,Private
5691,937,Private
5692,6500,Public
5693,742,Private
5694,3400,Public
5695,2800,Private
5696,1300,Private
5697,20500,Public
5698,2400,Private
5699,1300,Public
5700,4300,Public
5701,6000,Private
5702,850,Public
5703,2800,Private
5704,818,Public
5705,1100,Public
5706,1700,Public
5707,1200,Private
5708,1300,Public
5709,4000,Private
5710,3700,Public
5711,4700,Private
5712,2900,Public
5713,1100,Private
5714,2500,Public
5715,3500,Private
5716,3900,Private
5717,16700,Public
5718,4300,Private
5719,1100,Private
5720,9600,Public
5721,1200,Public
5722,1900,Private
5723,1100,Private
5724,2000,Private
5725,1100,Private
5726,1100,Public
5727,4100,Private
5728,20600,Public
5729,2900,Private
5730,1600,Private
5731,1300,Public
5732,5300,Public
5733,1200,Public
5734,2000,Private
5735,17600,Private
5736,3400,Private
5737,1500,Private
5738,4000,Private
5739,2300,Public
5740,1500,Private
5741,13000,Private
5742,1400,Private
5743,1700,Private
5744,5500,Public
5745,1500,Private
5746,5600,Public
5747,1200,Public
5748,2100,Private
5749,918,Public
5750,938,Public
5751,1100,Private
5752,3100,Public
5753,1000,Public
5754,758,Private
5755,2200,Private
5756,1700,Public
5757,970,Private
5758,1700,Public
5759,1100,Private
5760,1900,Public
5761,1100,Private
5762,663600,Private
5763,9200,Private
5764,20700,Private
5765,1600,Public
5766,1000,Private
5767,4800,Public
5768,1300,Public
5769,1200,Private
5770,4500,Private
5771,902,Private
5772,1500,Private
5773,2400,Public
5774,1100,Public
5775,13600,Public
5776,1100,Private
5777,1000,Private
5778,1000,Private
5779,1500,Public
5780,1500,Public
5781,720,Private
5782,1900,Private
5783,1400,Public
5784,2500,Private
5785,1100,Private
5786,6300,Private
5787,1500,Public
5788,686,Public
5789,1600,Private
5790,2100,Private
5791,1300,Private
5792,984,Private
5793,1200,Public
5794,3800,Public
5795,3700,Private
5796,1400,Private
5797,895,Public
5798,2200,Public
5799,3400,Private
5800,1400,Private
5801,604,Private
5802,1900,Public
5803,2000,Public
5804,828,Private
5805,4500,Private
5806,2000,Private
5807,4100,Private
5808,3200,Private
5809,2100,Private
5810,1200,Private
5811,949,Public
5812,1100,Public
5813,2100,Public
5814,8300,Public
5815,2900,Private
5816,1500,Private
5817,1700,Public
5818,13600,Private
5819,9200,Public
5820,2000,Private
5821,1200,Private
5822,1200,Private
5823,1300,Private
5824,5000,Private
5825,2100,Public
5826,2600,Public
5827,740,Private
5828,2000,Public
5829,606,Private
5830,686,Private
5831,925,Public
5832,2000,Private
5833,28800,Public
5834,2900,Public
5835,1900,Private
5836,2100,Public
5837,761,Public
5838,1200,Public
5839,1400,Private
5840,610,Public
5841,487,Public
5842,685,Private
5843,1100,Public
5844,1100,Private
5845,402,Public
5846,743,Public
5847,1300,Private
5848,561,Private
5849,3100,Public
5850,2000,Private
5851,693,Public
5852,900,Public
5853,766,Private
5854,6200,Public
5855,1400,Private
5856,7300,Public
5857,566,Public
5858,2000,Public
5859,1400,Public
5860,845,Private
5861,2400,Public
5862,746,Private
5863,4300,Private
5864,729,Private
5865,1700,Private
5866,825,Public
5867,6500,Private
5868,11200,Public
5869,927,Public
5870,2000,Public
5871,865,Public
5872,3100,Private
5873,1600,Public
5874,1500,Public
5875,2600,Private
5876,5400,Public
5877,3400,Private
5878,602,Public
5879,741,Public
5880,1500,Private
5881,780,Public
5882,3200,Public
5883,1500,Public
5884,2400,Private
5885,1500,Private
5886,2300,Private
5887,1700,Private
5888,536,Private
5889,1400,Private
5890,1600,Private
5891,3300,Public
5892,1600,Private
5893,6300,Public
5894,4900,Private
5895,2600,Public
5896,5000,Public
5897,20600,Private
5898,2100,Private
5899,815,Public
5900,1500,Public
5901,844,Public
5902,3100,Private
5903,2800,Private
5904,1600,Public
5905,3600,Private
5906,1000,Public
5907,1700,Public
5908,1300,Private
5909,9300,Public
5910,1100,Private
5911,901,Public
5912,1400,Private
5913,2500,Private
5914,2400,Public
5915,8600,Public
5916,1600,Public
5917,6400,Private
5918,712,Private
5919,1500,Private
5920,942,Private
5921,1200,Public
5922,1200,Public
5923,2400,Private
5924,3500,Private
5925,876,Public
5926,1800,Public
5927,1000,Private
5928,729,Public
5929,1100,Public
5930,818,Private
5931,1100,Private
5932,895,Private
5933,703,Public
5934,1300,Private
5935,887,Public
5936,3500,Private
5937,2300,Private
5938,887,Public
5939,542,Public
5940,6700,Private
5941,3500,Private
5942,1200,Private
5943,894,Private
5944,597,Private
5945,1200,Public
5946,496,Private
5947,909,Private
5948,841,Public
5949,1200,Public
5950,970,Public
5951,952,Public
5952,780,Public
5953,1300,Private
5954,1300,Public
5955,1100,Public
5956,3100,Private
5957,9100,Private
5958,1800,Public
5959,4200,Private
5960,1600,Public
5961,2800,Private
5962,2300,Public
5963,1000,Public
5964,1300,Public
5965,1100,Public
5966,1300,Public
5967,1500,Private
5968,729,Public
5969,1300,Public
5970,1400,Private
5971,1100,Private
5972,2300,Public
5973,610,Public
5974,1700,Public
5975,4600,Public
5976,3500,Private
5977,750,Private
5978,1800,Private
5979,853,Private
5980,1300,Public
5981,2000,Public
5982,699,Public
5983,997,Public
5984,998,Private
5985,3700,Private
5986,2800,Public
5987,902,Private
5988,2900,Public
5989,1500,Public
5990,925,Private
5991,1000,Public
5992,2100,Private
5993,5000,Public
5994,1800,Private
5995,900,Private
5996,9700,Public
5997,1800,Private
5998,4100,Private
5999,1200,Private
6000,2600,Public
6001,2200,Private
6002,1700,Public
6003,1900,Public
6004,764,Private
6005,1100,Private
6006,1800,Public
6007,671,Private
6008,803,Private
6009,8600,Public
6010,880,Private
6011,1200,Public
6012,1700,Private
6013,5800,Public
6014,2600,Private
6015,604,Public
6016,2700,Private
6017,688,Private
6018,1700,Private
6019,9200,Public
6020,508,Public
6021,1200,Public
6022,1100,Public
6023,2000,Private
6024,688,Private
6025,1700,Private
6026,716,Private
6027,1000,Private
6028,1400,Public
6029,1200,Public
6030,2300,Public
6031,2000,Private
6032,2200,Private
6033,2600,Public
6034,1100,Private
6035,2200,Public
6036,1500,Public
6037,802,Private
6038,1200,Public
6039,1300,Public
6040,787,Public
6041,1600,Public
6042,6600,Public
6043,1200,Private
6044,788,Private
6045,1000,Public
6046,2500,Private
6047,1000,Public
6048,822,Private
6049,2300,Public
6050,5300,Private
6051,1000,Private
6052,1800,Private
6053,6600,Public
6054,967,Private
6055,958,Public
6056,6000,Public
6057,2300,Public
6058,3800,Private
6059,2600,Private
6060,27400,Private
6061,9900,Public
6062,1200,Public
6063,1500,Public
6064,743,Private
6065,1300,Private
6066,1500,Private
6067,2400,Public
6068,8800,Private
6069,924,Public
6070,1100,Public
6071,591,Private
6072,2000,Private
6073,1900,Private
6074,1600,Public
6075,936,Private
6076,913,Public
6077,844,Public
6078,3500,Public
6079,893,Private
6080,1000,Private
6081,1200,Private
6082,972,Public
6083,1200,Private
6084,1700,Public
6085,2600,Public
6086,2700,Private
6087,950,Private
6088,3300,Private
6089,3800,Private
6090,5200,Public
6091,1200,Public
6092,1800,Private
6093,1300,Private
6094,1200,Private
6095,1300,Private
6096,29200,Private
6097,1900,Public
6098,825,Public
6099,18100,Public
6100,1300,Private
6101,3700,Public
6102,3500,Private
6103,12700,Public
6104,884,Private
6105,3600,Private
6106,2400,Private
6107,1800,Public
6108,4800,Public
6109,1700,Public
6110,1400,Private
6111,1500,Public
6112,765,Public
6113,21400,Public
6114,1300,Public
6115,31000,Public
6116,2900,Private
6117,1000,Private
6118,1600,Public
6119,23800,Public
6120,1400,Private
6121,5200,Public
6122,1200,Public
6123,996,Private
6124,957,Public
6125,1200,Public
6126,1200,Private
6127,3100,Private
6128,1200,Private
6129,1000,Public
6130,11500,Public
6131,1900,Public
6132,43700,Public
6133,1300,Private
6134,754,Public
6135,1100,Private
6136,1600,Public
6137,755,Public
6138,962,Private
6139,1000,Public
6140,3000,Public
6141,2200,Public
6142,1500,Public
6143,3100,Private
6144,976,Public
6145,855,Private
6146,1100,Public
6147,1700,Private
6148,736,Private
6149,2200,Public
6150,3900,Public
6151,6500,Public
6152,1100,Public
6153,1200,Public
6154,2000,Private
6155,1200,Public
6156,1700,Private
6157,960,Private
6158,827,Private
6159,630,Public
6160,674,Public
6161,1200,Private
6162,758,Private
6163,2000,Private
6164,1300,Private
6165,616,Public
6166,1100,Private
6167,1800,Private
6168,2400,Public
6169,3400,Private
6170,7000,Private
6171,2300,Public
6172,1200,Private
6173,2600,Public
6174,464,Private
6175,1200,Public
6176,9400,Public
6177,9700,Public
6178,1200,Public
6179,989,Public
6180,2500,Public
6181,915,Private
6182,1700,Public
6183,1800,Private
6184,1900,Public
6185,1500,Private
6186,1800,Public
6187,1900,Public
6188,5600,Public
6189,3000,Public
6190,868,Public
6191,2400,Private
6192,6900,Private
6193,1300,Private
6194,1600,Private
6195,10500,Private
6196,1300,Public
6197,1100,Private
6198,5800,Public
6199,939,Public
6200,5700,Private
6201,1700,Public
6202,2500,Public
6203,1600,Private
6204,27900,Public
6205,1800,Private
6206,4100,Private
6207,1900,Private
6208,893,Private
6209,4600,Public
6210,1500,Private
6211,14300,Public
6212,1600,Public
6213,1300,Private
6214,3400,Public
6215,3700,Public
6216,144900,Public
6217,1400,Public
6218,976,Private
6219,1200,Private
6220,807,Private
6221,757,Private
6222,670,Public
6223,872,Public
6224,907,Private
6225,779,Public
6226,1500,Private
6227,1200,Private
6228,567,Private
6229,7100,Private
6230,980,Public
6231,2800,Private
6232,576,Public
6233,3000,Public
6234,964,Public
6235,1200,Private
6236,16600,Private
6237,1100,Public
6238,854,Private
6239,753,Public
6240,1900,Private
6241,2900,Private
6242,2300,Private
6243,53100,Private
6244,1400,Public
6245,744,Public
6246,939,Public
6247,2700,Private
6248,967,Private
6249,2900,Private
6250,842,Private
6251,633,Private
6252,672,Public
6253,581,Public
6254,11800,Public
6255,1700,Public
6256,1600,Public
6257,989,Private
6258,2500,Public
6259,1300,Public
6260,1700,Private
6261,2600,Public
6262,934,Public
6263,4300,Public
6264,972,Public
6265,487,Private
6266,35500,Private
6267,7900,Private
6268,1600,Private
6269,468,Private
6270,1100,Private
6271,5100,Private
6272,1800,Public
6273,20000,Private
6274,826,Private
6275,2300,Private
6276,2000,Private
6277,1200,Public
6278,671,Public
6279,2500,Public
6280,1500,Private
6281,1300,Private
6282,1200,Public
6283,1600,Public
6284,2400,Private
6285,811,Private
6286,2600,Public
6287,2100,Private
6288,653,Public
6289,2300,Private
6290,671,Private
6291,1300,Public
6292,3500,Public
6293,1800,Public
6294,733,Public
6295,2000,Public
6296,2200,Private
6297,6400,Public
6298,5400,Private
6299,4500,Public
6300,20000,Public
6301,1500,Private
6302,3200,Private
6303,1100,Public
6304,1700,Public
6305,779,Private
6306,1000,Private
6307,1200,Public
6308,1600,Public
6309,7400,Private
6310,1700,Private
6311,1900,Public
6312,1300,Private
6313,5300,Private
6314,2400,Private
6315,5900,Public
6316,2600,Private
6317,2200,Private
6318,1300,Private
6319,1100,Public
6320,1100,Public
6321,1100,Public
6322,783,Public
6323,5000,Private
6324,24500,Public
6325,1000,Public
6326,8200,Private
6327,3500,Private
6328,1200,Public
6329,5000,Public
6330,780,Public
6331,1700,Public
6332,1400,Private
6333,1400,Private
6334,10300,Public
6335,1700,Private
6336,4100,Public
6337,603,Private
6338,1400,Private
6339,496,Private
6340,1200,Public
6341,2000,Public
6342,1700,Public
6343,1900,Public
6344,16900,Public
6345,704,Public
6346,869,Public
6347,4300,Private
6348,5700,Private
6349,720,Public
6350,1200,Public
6351,1700,Private
6352,5700,Public
6353,1200,Public
6354,701,Private
6355,4300,Private
6356,6600,Private
6357,1400,Public
6358,648,Private
6359,613,Private
6360,1100,Private
6361,1800,Private
6362,7300,Public
6363,3500,Private
6364,1100,Private
6365,718,Public
6366,920,Private
6367,4300,Private
6368,3600,Private
6369,644,Private
6370,1100,Public
6371,986,Private
6372,2100,Public
6373,1700,Private
6374,22500,Private
6375,907,Public
6376,13300,Public
6377,4400,Private
6378,6500,Public
6379,1300,Private
6380,577,Private
6381,3700,Public
6382,517,Private
6383,2300,Private
6384,5900,Private
6385,793,Private
6386,14700,Private
6387,1400,Private
6388,1700,Public
6389,1200,Private
6390,4600,Private
6391,11900,Public
6392,885,Public
6393,1400,Private
6394,790,Private
6395,961,Private
6396,1200,Public
6397,948,Private
6398,4600,Private
6399,753,Private
6400,2400,Private
6401,1600,Private
6402,1200,Private
6403,9200,Public
6404,3300,Public
6405,3100,Public
6406,1900,Private
6407,2200,Private
6408,2600,Private
6409,2400,Public
6410,4800,Private
6411,1100,Private
6412,975,Private
6413,11300,Public
6414,2000,Public
6415,1500,Private
6416,1800,Private
6417,1900,Private
6418,4900,Private
6419,1800,Private
6420,1400,Private
6421,824,Public
6422,2000,Private
6423,1200,Private
6424,1200,Private
6425,3100,Public
6426,1800,Public
6427,1100,Private
6428,2500,Private
6429,911,Public
6430,2200,Private
6431,1200,Public
6432,927,Public
6433,771,Public
6434,1500,Public
6435,1800,Private
6436,777,Private
6437,1200,Private
6438,1500,Public
6439,1400,Private
6440,891,Public
6441,919,Public
6442,1000,Private
6443,977,Public
6444,3800,Public
6445,1500,Public
6446,775,Public
6447,5200,Private
6448,1500,Private
6449,3000,Public
6450,4500,Private
6451,1400,Public
6452,908,Private
6453,25000,Private
6454,722,Private
6455,2300,Public
6456,811,Public
6457,650,Public
6458,722,Public
6459,1400,Public
6460,2200,Public
6461,3600,Private
6462,3800,Public
6463,1900,Public
6464,1700,Public
6465,3500,Public
6466,3800,Private
6467,1300,Public
6468,45100,Private
6469,959,Public
6470,1400,Public
6471,1200,Private
6472,8200,Public
6473,3300,Private
6474,1400,Public
6475,4700,Public
6476,958,Private
6477,4300,Public
6478,818,Private
6479,2000,Private
6480,856,Public
6481,723,Private
6482,1700,Private
6483,716,Private
6484,1300,Public
6485,1500,Public
6486,1100,Public
6487,31100,Private
6488,726,Public
6489,772,Public
6490,838,Public
6491,714,Private
6492,1300,Public
6493,635,Public
6494,1900,Public
6495,2000,Public
6496,943,Public
6497,3500,Private
6498,11800,Public
6499,11500,Public
6500,1100,Private
6501,902,Private
6502,1100,Private
6503,1800,Public
6504,3400,Public
6505,1300,Public
6506,4000,Private
6507,1500,Public
6508,3500,Private
6509,1400,Private
6510,855,Public
6511,1600,Public
6512,1100,Public
6513,1300,Public
6514,3800,Private
6515,1000,Public
6516,1300,Public
6517,12900,Public
6518,942,Private
6519,1100,Public
6520,696,Public
6521,4800,Private
6522,3900,Private
6523,1100,Private
6524,3900,Private
6525,16800,Public
6526,824,Private
6527,3000,Public
6528,2100,Public
6529,1100,Public
6530,8400,Private
6531,2400,Public
6532,1100,Public
6533,5100,Private
6534,917,Private
6535,2000,Public
